time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-09-28 20:00:00",0,0,0,350952.75,350979.94,27.17,18969.94,2516.81,0.44,12333.78,368637.81,369068.66,430.85,1.22,-0.04,1.22,1.00,344.26,184.81,2.08,60.02,4.24,-0.30,4.25,28.67,0.52,28.67,-15.96,-1.61,15.96,144649.30,147719.56,58611.09,4.66,4.35,18.17,7377.92,8840.52,2751.50,239.43,81.59,2195.79,0.02,0.41,0.01,6027.91,5433.35,872.52,151234.34,155344.55,60485.52,241.40,83.96,2197.47,0.56,0.67,0,-0.03,-0.01,0,0.56,0.67,0,1.00,1.00,1.00,478.62,277.27,277.07,277.02,277.28,0.15,2.86,3.33,0.05
"2023-09-28 20:15:00",0,0,0,350953.00,350980.19,27.17,18969.95,2516.81,0.44,12333.78,368638.03,369068.88,430.85,0.74,0.03,0.74,1.00,344.41,184.82,1.69,60.02,1.23,-0.03,1.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144649.41,147719.67,58611.09,4.66,4.35,18.17,7377.92,8840.53,2751.50,239.43,81.59,2195.79,0.02,0.41,0.01,6027.91,5433.35,872.52,151234.44,155344.66,60485.52,241.40,83.96,2197.47,0.34,0.41,0,-0.00,0.03,0,0.34,0.41,0,1.00,1.00,1.00,478.87,277.45,276.92,276.87,277.45,0.15,2.32,2.71,0.04
"2023-09-28 20:30:00",0,0,0,350953.25,350980.44,27.17,18969.95,2516.81,0.44,12333.79,368638.28,369069.13,430.85,1.44,-0.06,1.45,1.00,345.13,185.22,2.48,60.02,0.80,0.01,0.80,28.67,0.52,28.67,-15.96,-1.61,15.96,144649.52,147719.81,58611.09,4.66,4.35,18.17,7377.92,8840.53,2751.50,239.43,81.59,2195.79,0.02,0.41,0.01,6027.92,5433.36,872.52,151234.55,155344.80,60485.52,241.40,83.96,2197.47,0.83,0.62,0,-0.05,-0.00,0,0.83,0.62,0,1.00,1.00,1.00,479.86,278.05,277.48,277.43,278.06,0.15,3.69,3.71,0.05
