time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-09-17 19:15:00",0,0,0,350327.66,350354.81,27.17,18937.05,2516.63,0.43,12281.76,367979.94,368410.75,430.83,7.80,-0.68,7.83,1.00,345.85,185.69,9.98,60.01,9.59,-0.82,9.63,28.67,0.52,28.67,-15.96,-1.61,15.96,144351.00,147392.73,58611.09,4.65,4.35,18.17,7365.58,8819.98,2751.50,239.26,81.58,2195.79,0.02,0.40,0.01,6007.38,5401.87,872.52,150923.48,154997.33,60485.52,241.23,83.95,2197.47,3.64,4.16,0,-0.25,-0.43,0,3.64,4.18,0,1.00,0.99,1.00,480.61,278.99,277.96,277.91,279.02,0.15,13.92,15.84,0.19
"2023-09-17 19:30:00",0,0,0,350330.22,350357.38,27.17,18937.05,2516.63,0.43,12281.98,367982.53,368413.34,430.83,9.56,-0.87,9.60,1.00,346.55,186.15,12.31,60.01,9.30,-0.79,9.34,28.67,0.52,28.67,-15.96,-1.61,15.96,144352.20,147394.08,58611.09,4.65,4.35,18.17,7365.58,8819.98,2751.50,239.26,81.58,2195.79,0.02,0.40,0.01,6007.46,5402.00,872.52,150924.69,154998.70,60485.52,241.23,83.95,2197.47,4.45,5.12,0,-0.36,-0.51,0,4.46,5.14,0,1.00,1.00,1.00,481.31,279.75,278.58,278.52,279.77,0.15,17.54,19.15,0.23
"2023-09-17 19:45:00",0,0,0,350332.19,350359.34,27.17,18937.05,2516.63,0.43,12282.15,367984.47,368415.28,430.83,7.67,-0.70,7.71,1.00,345.98,185.76,9.91,60.02,8.95,-0.79,8.98,28.67,0.52,28.67,-15.96,-1.61,15.96,144353.11,147395.13,58611.09,4.65,4.35,18.17,7365.58,8819.98,2751.50,239.26,81.58,2195.79,0.02,0.40,0.01,6007.53,5402.11,872.52,150925.61,154999.75,60485.52,241.23,83.95,2197.47,3.57,4.11,0,-0.26,-0.45,0,3.58,4.14,0,1.00,0.99,1.00,480.71,279.20,277.86,277.81,279.23,0.15,13.90,15.67,0.19
