time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-09-30 16:15:00",0,0,0,351050.25,351077.44,27.17,18976.07,2516.85,0.44,12341.85,368741.31,369172.16,430.85,10.54,-0.87,10.58,1.00,346.21,185.95,13.44,60.02,9.94,-0.81,9.97,28.67,0.52,28.67,-15.96,-1.61,15.96,144694.73,147771.61,58611.09,4.66,4.35,18.17,7380.20,8844.38,2751.50,239.47,81.59,2195.79,0.02,0.41,0.01,6031.04,5438.30,872.52,151282.08,155400.33,60485.52,241.44,83.96,2197.47,4.87,5.66,0,-0.37,-0.49,0,4.88,5.69,0,1.00,1.00,1.00,480.91,279.51,278.20,278.17,279.53,0.15,18.98,21.12,0.22
"2023-09-30 16:30:00",0,0,0,351052.97,351080.16,27.17,18976.07,2516.85,0.44,12342.07,368744.03,369174.88,430.85,11.03,-0.90,11.06,1.00,345.47,185.59,14.00,60.01,10.58,-0.87,10.61,28.67,0.52,28.67,-15.96,-1.61,15.96,144695.97,147773.06,58611.09,4.66,4.35,18.17,7380.20,8844.38,2751.50,239.47,81.59,2195.79,0.02,0.41,0.01,6031.13,5438.42,872.52,151283.31,155401.78,60485.52,241.44,83.96,2197.47,5.10,5.93,0,-0.38,-0.52,0,5.12,5.95,0,1.00,1.00,1.00,479.82,279.11,277.53,277.49,279.13,0.15,19.77,22.01,0.23
"2023-09-30 16:45:00",0,0,0,351055.78,351082.97,27.17,18976.07,2516.85,0.44,12342.30,368746.88,369177.72,430.85,11.72,-0.93,11.76,1.00,345.86,185.85,14.78,60.02,11.12,-0.90,11.16,28.67,0.52,28.67,-15.96,-1.61,15.96,144697.28,147774.58,58611.09,4.66,4.35,18.17,7380.20,8844.38,2751.50,239.47,81.59,2195.79,0.02,0.41,0.01,6031.23,5438.55,872.52,151284.63,155403.31,60485.52,241.44,83.96,2197.47,5.43,6.30,0,-0.37,-0.57,0,5.44,6.32,0,1.00,1.00,1.00,480.16,279.51,277.90,277.85,279.54,0.15,20.81,23.29,0.24
