time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-10-10 09:30:00",0,0,0,351819.38,351846.56,27.18,19005.84,2517.02,0.44,12412.13,369541.38,369972.25,430.87,0.01,0.22,0.22,0.07,346.23,185.82,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.81,58611.09,4.66,4.35,18.17,7391.39,8862.96,2751.50,239.64,81.60,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.88,155825.75,60485.52,241.61,83.97,2197.47,0.00,0.01,0,0.09,0.13,0,0.09,0.13,0,0.04,0.09,1.00,481.33,278.75,278.61,278.56,278.76,0.15,0.34,0.52,0.01
"2023-10-10 09:45:00",0,0,0,351819.41,351846.59,27.18,19005.90,2517.02,0.44,12412.13,369541.44,369972.31,430.87,0.01,0.23,0.23,0.05,346.40,185.88,0.30,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.83,58611.09,4.66,4.35,18.17,7391.41,8862.99,2751.50,239.64,81.60,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.89,155825.78,60485.52,241.61,83.97,2197.47,0.00,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1.00,481.65,278.87,278.55,278.49,278.88,0.15,0.34,0.54,0.01
"2023-10-10 10:00:00",0,0,0,351819.41,351846.59,27.18,19005.96,2517.02,0.44,12412.13,369541.50,369972.38,430.87,0.01,0.24,0.24,0.04,345.54,185.43,0.30,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145057.67,148177.83,58611.09,4.66,4.35,18.17,7391.43,8863.03,2751.50,239.64,81.60,2195.79,0.02,0.41,0.01,6059.11,5480.49,872.52,151656.91,155825.81,60485.52,241.61,83.97,2197.47,0.00,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.06,1.00,480.44,278.18,278.00,277.95,278.18,0.15,0.36,0.54,0
