time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-10-19 11:00:00",0,0,0,352236.09,352263.28,27.19,19035.35,2517.29,0.45,12449.40,369987.38,370418.25,430.88,0.02,0.22,0.22,0.08,344.96,185.09,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145253.11,148399.05,58611.09,4.67,4.35,18.17,7402.46,8881.40,2751.50,239.90,81.60,2195.79,0.02,0.42,0.01,6073.12,5503.76,872.52,151863.48,156065.17,60485.52,241.87,83.98,2197.47,0.00,0.01,0,0.08,0.15,0,0.08,0.13,0,0.06,0.09,1.00,479.70,277.83,277.34,277.28,277.84,0.15,0.32,0.52,0.01
"2023-10-19 11:15:00",0,0,0,352236.09,352263.28,27.19,19035.41,2517.29,0.45,12449.40,369987.44,370418.31,430.88,0.01,0.23,0.23,0.06,343.69,184.45,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145253.13,148399.06,58611.09,4.67,4.35,18.17,7402.48,8881.44,2751.50,239.90,81.60,2195.79,0.02,0.42,0.01,6073.12,5503.76,872.52,151863.50,156065.22,60485.52,241.87,83.98,2197.47,0.00,0.01,0,0.09,0.14,0,0.09,0.14,0,0.05,0.08,1.00,477.95,277.00,276.16,276.12,277.01,0.15,0.34,0.54,0
"2023-10-19 11:30:00",0,0,0,352236.09,352263.28,27.19,19035.46,2517.29,0.45,12449.40,369987.50,370418.38,430.88,0.02,0.22,0.22,0.07,342.73,183.99,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145253.13,148399.06,58611.09,4.67,4.35,18.17,7402.50,8881.47,2751.50,239.90,81.60,2195.79,0.02,0.42,0.01,6073.12,5503.76,872.52,151863.52,156065.25,60485.52,241.87,83.98,2197.47,0.00,0.01,0,0.09,0.13,0,0.09,0.13,0,0.04,0.09,1.00,476.33,276.15,275.71,275.66,276.15,0.15,0.33,0.51,0.02
