time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-11-15 08:30:00",0,0,0,353519.56,353546.78,27.20,19127.56,2517.81,0.48,12541.13,371359.63,371790.56,430.95,0.01,0.23,0.23,0.05,346.26,185.94,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145851.22,149084.45,58611.09,4.68,4.36,18.17,7437.14,8938.93,2751.50,240.40,81.62,2195.79,0.02,0.44,0.01,6107.05,5561.57,872.52,152495.80,156805.41,60485.52,242.38,84.03,2197.47,0.00,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.07,1.00,481.09,278.98,278.71,278.67,278.98,0.15,0.34,0.53,0.01
"2023-11-15 08:45:00",0,0,0,353519.56,353546.78,27.20,19127.62,2517.81,0.48,12541.13,371359.72,371790.66,430.95,0.01,0.24,0.24,0.05,346.36,185.94,0.30,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145851.22,149084.45,58611.09,4.68,4.36,18.17,7437.16,8938.97,2751.50,240.40,81.62,2195.79,0.02,0.44,0.01,6107.05,5561.57,872.52,152495.81,156805.44,60485.52,242.38,84.03,2197.47,0.00,0.01,0,0.10,0.15,0,0.10,0.15,0,0.02,0.07,1.00,481.38,279.03,278.68,278.64,279.04,0.15,0.36,0.55,0
"2023-11-15 09:00:00",0,0,0,353519.56,353546.78,27.20,19127.68,2517.81,0.48,12541.13,371359.78,371790.72,430.95,0.01,0.25,0.25,0.04,346.69,186.09,0.30,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145851.22,149084.45,58611.09,4.68,4.36,18.17,7437.18,8939.00,2751.50,240.40,81.62,2195.79,0.02,0.44,0.01,6107.05,5561.57,872.52,152495.83,156805.47,60485.52,242.38,84.03,2197.47,0.00,0.01,0,0.10,0.15,0,0.10,0.15,0,0.01,0.07,1.00,481.89,279.35,278.81,278.78,279.35,0.15,0.36,0.56,0
