time(UTC),error,lowalarm,highalarm,"Accumulated Real Energy Net (kWh)","Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)","Reactive Energy Quadrant 1 (VARh)","Reactive Energy Quadrant 2 (VARh)","Reactive Energy Quadrant 3 (VARh)","Reactive Energy Quadrant 4 (VARh)","Apparent Energy Net (VAh)","Apparent Energy Quadrants 1 & 4 (VAh)","Apparent Energy Quadrants 2 & 3 (VAh)","Total Net Instantaneous Real Power (kW)","Total Net Instantaneous Reactive Power (kVAR)","Total Net Instantaneous Apparent Power (kVA)","Total Power Factor","Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)","Frequency (Hz)","Total Real Power Present Demand (kW)","Total Reactive Power Present Demand (kVAR)","Total Apparent Power Present Demand (kVA)","Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
"2023-10-09 05:00:00",0,0,0,351789.53,351816.72,27.18,19001.54,2517.00,0.44,12409.96,369507.56,369938.44,430.87,0.01,0.24,0.24,0.06,346.02,185.61,0.31,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145043.81,148161.83,58611.09,4.66,4.35,18.17,7389.84,8860.20,2751.50,239.61,81.60,2195.79,0.02,0.41,0.01,6058.23,5479.21,872.52,151641.50,155807.33,60485.52,241.59,83.97,2197.47,0.00,0.01,0,0.10,0.14,0,0.09,0.15,0,0.03,0.07,1.00,481.32,278.53,278.20,278.15,278.52,0.15,0.36,0.56,0
"2023-10-09 05:15:00",0,0,0,351789.56,351816.75,27.18,19001.60,2517.00,0.44,12409.96,369507.63,369938.50,430.87,0.02,0.23,0.23,0.07,344.71,184.95,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145043.81,148161.83,58611.09,4.66,4.35,18.17,7389.86,8860.24,2751.50,239.62,81.60,2195.79,0.02,0.41,0.01,6058.23,5479.21,872.52,151641.52,155807.38,60485.52,241.59,83.97,2197.47,0.00,0.01,0,0.08,0.14,0,0.08,0.14,0,0.05,0.08,1.00,479.39,277.58,277.17,277.12,277.58,0.15,0.32,0.54,0.01
"2023-10-09 05:30:00",0,0,0,351789.56,351816.75,27.18,19001.65,2517.00,0.44,12409.96,369507.69,369938.56,430.87,0.01,0.23,0.23,0.06,344.99,185.11,0.30,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145043.81,148161.83,58611.09,4.66,4.35,18.17,7389.88,8860.28,2751.50,239.62,81.60,2195.79,0.02,0.41,0.01,6058.23,5479.21,872.52,151641.55,155807.41,60485.52,241.59,83.97,2197.47,0.00,0.01,0,0.09,0.15,0,0.09,0.15,0,0.04,0.08,1.00,479.76,277.92,277.31,277.25,277.92,0.15,0.34,0.55,0
